id,title,lat,lon,city,state,postcode,operator,num_connections,num_points,max_power_kw,speed_category,is_operational,year_created,cluster,is_free,is_desert
480688,Wirelane AC Charger,51.366373,7.493012000000021,Hagen,Nordrhein-Westfalen,58095,,1,2,,Unknown,,2026,2,False,False
480504,Wirelane,47.967068037044925,7.829705507471772,Merzhausen,Baden-Württemberg,79249,,1,1,11.0,Slow (<22 kW),,2026,5,False,False
480134,Greimerather Forst Ladestation,49.56294330886689,6.683409472641529,Greimerath ,Rheinland-Pfalz,54314,,1,2,11.0,Slow (<22 kW),,2026,2,False,False
479861,Kaufland Ladestation,49.45464669077512,8.665175632424962,Dossenheim,,69221,,2,3,60.0,Fast (50-99 kW),,2026,5,False,False
479656,Hohenzollernstraße 5,48.645833726332086,9.011656861883123,Landkreis Böblingen,Landkreis Böblingen,71088,,1,1,150.0,Ultra-Fast (>=100 kW),,2026,5,False,False
479655,Tübinger Straße 107,48.63135730443577,9.017013873672228,Landkreis Böblingen,Landkreis Böblingen,71088,,1,1,22.0,Medium (22-49 kW),,2026,5,False,False
478921,Vöhrenbacher Straße 38,48.05824263086103,8.444356297770923,Villingen-Schwenningen,Baden-Württemberg,78050,,2,9,300.0,Ultra-Fast (>=100 kW),,2026,5,False,False
478803,Autohaus Frascoia,48.597206650285045,8.11280231001183,Kappelrodeck,,77876,,2,8,50.0,Fast (50-99 kW),,2026,5,False,False
478763,famila Parkplatz,52.99410152247072,8.819354218142962,Weyhe,,28844,,4,4,50.0,Fast (50-99 kW),,2026,4,False,False
478376,EnBW,50.9978080716036,9.733945966671511,Rotenburg an der Fulda,Hessen,36199 ,,1,4,150.0,Ultra-Fast (>=100 kW),,2026,4,False,False
478193,Knoppermühlweg,48.06226137086327,12.226378795181516,Wasserburg am Inn,Bayern,83512,,1,2,22.0,Medium (22-49 kW),,2026,1,False,False
478116,Pützerstraße,50.14461929363861,8.611891040867818,Frankfurt am Main,Hessen,60488,,2,2,,Unknown,,2026,5,False,False
477295,Hypercharger R-Werk,49.01401,12.11856,Regensburg,Bayern,93055,,1,2,150.0,Ultra-Fast (>=100 kW),,2026,1,False,False
475599,Gasthof zum Hirschen,47.58165859387222,9.849894830748552,Scheidegg,Bayern,88175,,1,3,22.0,Medium (22-49 kW),,2026,5,False,False
475441,Bregenzer Straße,47.55263001940145,9.704260479508548,Lindau (Bodensee),Bayern,88131,,5,9,,Unknown,,2026,5,False,False
475326,Arale Pulse,48.83898552676442,12.11882629077786,Schierling,,84069,,2,9,300.0,Ultra-Fast (>=100 kW),,2026,1,False,False
475137,LitchBlick,49.028236482569554,8.441456962979828,Karlsruhe,Baden-Württemberg,76139,,1,4,22.0,Medium (22-49 kW),,2026,5,False,False
475136,EnBW,49.02623880511706,8.445669838458628,Karlsruhe,Baden-Württenberg,76131,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474885,Landal Sonnenberg ,49.80308233361646,6.891644947509462,Leiwen,,,,1,4,22.0,Medium (22-49 kW),,2026,2,False,False
474830,Polarstern Ladestation - sysTelios,49.5494181704124,8.817184050358833,Wald-Michelbach,Hessen,69483,,1,4,11.0,Slow (<22 kW),,2026,5,False,False
474829,Polarstern Ladestation - Sport Conrad Wielenbach,47.86888714647122,11.163822564198426,Wielenbach,Bayern,82407,,1,4,11.0,Slow (<22 kW),,2026,1,False,False
474828,Polarstern Ladestation - Sport Conrad Penzberg,47.74902961820726,11.374922560927644,Penzberg,Bayern,82377,,1,12,11.0,Slow (<22 kW),,2026,1,False,False
474827,Polarstern Ladestation - Hellmut Ruck,48.85425206219173,8.57996610990358,Neuenbürg,Baden-Württemberg,75305,,1,2,11.0,Slow (<22 kW),,2026,5,False,False
474826,Polarstern Ladestation - Neubrandenburg,53.52225440881324,13.265464269879658,Neubrandenburg,Mecklenburg-Vorpommern,17033,,1,4,11.0,Slow (<22 kW),,2026,3,False,False
474825,Polarstern Ladestation - Mammendorf,48.206917353899314,11.16278178550931,Mammendorf,Bayern,82291,,1,4,11.0,Slow (<22 kW),,2026,1,False,False
474822,Polarstern Ladestation - Am Alten Flughafen Gießen,50.59290527338933,8.719088415280112,Gießen,Hessen,35394,,1,12,11.0,Slow (<22 kW),,2026,5,False,False
474821,Polarstern Ladestation - ebl Fürth,49.482846970656,10.948729998645945,Fürth,Bayern,90766,,1,2,200.0,Ultra-Fast (>=100 kW),,2026,1,False,False
474820,Polarstern Ladestation - Harreshausen,49.96786707623701,8.979388718737596,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474818,Polarstern Ladestation - Harreshausen,49.9674174337128,8.979096690167353,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474817,Polarstern Ladestation - Harreshausen,49.96753416763971,8.979729571837993,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474816,Polarstern Ladestation - Harreshausen,49.96709297445455,8.979481171058183,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474815,Polarstern Ladestation - Harreshausen,49.96756076740121,8.978975223732277,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474814,Polarstern Ladestation - Harreshausen,49.96755292364784,8.97918836687984,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474454,Autohof Geiselwind,49.7690551457124,10.470820958412332,Geiselwind,Bayern,96160,,2,8,175.0,Ultra-Fast (>=100 kW),,2026,1,False,False
474443,Polarstern Ladestation - Esslingen,48.74108882613254,9.296563127089485,Esslingen am Neckar,Baden-Württemberg,73728,,2,3,22.0,Medium (22-49 kW),,2026,5,False,False
474442,Polarstern Ladestation - Eppstein,50.1400961365994,8.399639201397918,Eppstein,Hessen,65817,,2,4,11.0,Slow (<22 kW),,2026,5,False,False
474441,Polarstern Ladestation - Irlbacher,49.51045954977704,12.538845551760232,Schönsee,Bayern,92539,,2,4,11.0,Slow (<22 kW),,2026,1,False,False
474440,Polarstern Ladestation - Harreshausen,49.97363607080456,8.991704283283866,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
474434,Polarstern Ladestation - Harreshausen,49.96753133174903,8.979158149850377,Harreshausen,Hessen,64832,,1,2,22.0,Medium (22-49 kW),,2026,5,False,False
472990,Lichtblick-Ladestation,48.49317327879544,9.711097035358192,Laichingen,Baden-Württemberg,89150,,2,6,300.0,Ultra-Fast (>=100 kW),,2026,5,False,False
472669,EZE Network-Ladestation,51.469737,7.212396,Bochum,Nordrhein-Westfalen,44789,,1,2,22.0,Medium (22-49 kW),,2026,2,False,False
472499,Rieder Straße 9,48.34855586293239,10.987466108653166,Friedberg,Bayern,86316,,1,4,22.0,Medium (22-49 kW),,2026,1,False,False
472477,See- und Waldresort Gröbern,51.69472012750572,12.450377843013058,Gröbern,Sachsen-Anhalt,06774,,1,1,7.2,Slow (<22 kW),,2026,3,False,False
472447,Gartenstraße 14,52.10922775479773,9.36037744020689,Hameln,Niedersachsen,31785,,1,1,11.07,Slow (<22 kW),,2026,4,False,False
472147,Stadtwerke Viernheim,49.53140407790849,8.576566423500253,Viernheim,Hessen,68519,,1,1,22.0,Medium (22-49 kW),,2025,5,False,False
472123,liebevoll in der Auermühle,51.30629847094053,6.879698355390246,Ratingen,NRW,40882,,1,6,22.0,Medium (22-49 kW),,2025,2,False,False
471743,Heidener Straße,51.8397601332012,6.882504376030738,Borken,Nordrhein-Westfalen,46325,,1,12,400.0,Ultra-Fast (>=100 kW),,2025,2,False,False
470965,Compleo-Ladestation Stadtwerke Lemgo,52.02967114433525,8.902035357749924,Lemgo,Nordrhein-Westfalen,32657,,2,2,50.0,Fast (50-99 kW),,2025,4,False,False
470841,Parkplatz LuxaPark,48.58576035454723,13.390525471876003,Passau,Bavaria,94469,,1,5,22.0,Medium (22-49 kW),,2025,1,False,False
470739,Stettiner Straße,50.81886460156116,7.180946186043002,Troisdorf,Nordrhein-Westfalen,53840,,1,2,22.0,Medium (22-49 kW),,2025,2,False,False
470738,Schanzenstraße,50.9688653056657,7.014650698631272,Köln,Nordrhein-Westfalen,51063,,2,6,125.0,Ultra-Fast (>=100 kW),,2025,2,False,False
470413,Bahnhof Leutkirch,47.82588156247911,10.016700731501714,Leutkirch,Baden-Württemberg,88299,,1,2,11.0,Slow (<22 kW),,2025,1,False,False
470410,Poststraße,47.825045350803805,10.020964392338785,Leutkirch,Baden-Württemberg,88299,,2,4,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
470319,An der Leibi,48.41604923114781,10.100087115301562,Nersingen,,,,1,10,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
470240,Gasthof Kapelle,47.57630416539919,9.609770415237335,Nonnenhorn,,,,1,2,22.0,Medium (22-49 kW),,2025,5,False,False
469464,SolarLoader+ Ladesation,53.078986,8.894786999999951, Bremen ,,28327 ,,1,2,50.0,Fast (50-99 kW),,2025,4,False,False
469463,SolarLoader+ Ladesation,53.074532,8.843299000000002, Bremen ,,28205 ,,1,2,50.0,Fast (50-99 kW),,2025,4,False,False
469462,SolarLoader+ Ladesation,53.045089,8.719673000000057, Bremen ,,28259 ,,1,2,50.0,Fast (50-99 kW),,2025,4,False,False
469461,SolarLoader+ Ladesation,53.052411,8.717419000000064, Bremen ,,28259 ,,1,2,50.0,Fast (50-99 kW),,2025,4,False,False
469460,SolarLoader+ Ladesation,53.06109150291712,8.800387351296195, Bremen ,,28201 ,,1,2,50.0,Fast (50-99 kW),,2025,4,False,False
464074,Eifel-Camp (PowerGo),50.416107177734375,6.717955112457275,Blankenheim,,53945,,2,2,12.7,Slow (<22 kW),,2025,2,False,False
463347,Gutshof Rethmar,52.31227001814384,10.002032773003409,Rethmar,Region Hannover,31319,,4,4,22.0,Medium (22-49 kW),,2025,0,False,False
462365,EweGo,48.644295,11.520099,Reichertshofen,Bayern,85084,,1,4,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
462348,Aldi Sud Lindau,47.55058677980449,9.722241839738103,Lindau,,88131,,2,3,150.0,Ultra-Fast (>=100 kW),,2025,5,False,False
462133,ALDI SÜD München-Mittelsendling,48.10140500464124,11.52542282578804,München,Bavaria,81379,,3,3,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
462105,Enbw,50.82024991056037,6.296469228653905,Eschweiler ,,52249,,2,6,200.0,Ultra-Fast (>=100 kW),,2025,2,False,False
461947,Ferienhof Feinen,50.20695240481828,6.499634696054272,Fleringen,,54597,,1,1,11.0,Slow (<22 kW),,2025,2,False,False
461194,EV Charging Station,48.63976938288903,9.061149676440778,Weil Im Schönbuch ,bw,71093,,2,2,22.0,Medium (22-49 kW),,2025,5,False,False
461189,Dehner Gartencenter,47.64641591136609,9.506590621514306,Friedrichshafen,,88046,,1,4,300.0,Ultra-Fast (>=100 kW),,2025,5,False,False
461065,EnBW Ladestation,48.237305124176544,11.352317707810473,Bergkirchen,,85232,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
461064,EnBW Ladestation,48.23682438059038,11.352050675780449,Bergkirchen,,85232,,1,4,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
461061,EnBW,48.30616296124225,11.634371126402698,Eching,,85386,,1,8,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460449,Heizkraftwerk TU Clausthal,51.8000005036516,10.347488116742852,Clausthal-Zellerfeld,Niedersachsen,38678,,1,8,,Unknown,,2025,0,False,False
460316,EWE Go Mering,48.27370701954538,10.97736238813502,Mering,,86415,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460315,EWE Go Dingolfing,48.638292672225504,12.489494178704716,Dingolfing,,84130,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460314,EWE Go Landshut,48.539126394633854,12.09565147871956,Landshut,,84034,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460313,EWE Go Eching,48.48545324453332,12.01444163198687,Eching,,84174,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460312,EWE Go Freising,48.38118302749544,11.753131482616368,Freising,,85356,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460311,EWE Go Unterschleißheim,48.28369178519526,11.563716690399588,Unterschleißheim,,85716,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460310,EWE Go Germering,48.13885395655146,11.37116723767673,Germering,,82110,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460309,EWE Go Unterhaching,48.05677142785564,11.60248049515721,Unterhaching,,82008,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460308,EWE Go Kirchseeon,48.0830279332356,11.854465118170085,Kirchseeon,,85614,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460307,EWE Go Wasserburg am Inn,48.0491489479073,12.2223202129519,Wasserburg am Inn,,83512,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460306,EWE Go Kiefersfelden,47.61891028207546,12.199600212665018,Kiefersfelden,,83088,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460305,EWE Go Rosenheim,47.84665029958512,12.125016426109198,Rosenheim,,83026,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460304,EWE Go Kreuth,47.68542879388815,11.758487262377912,Kreuth,,83700,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460303,EWE Go Bad Tölz,47.74834303692276,11.565828728420115,Bad Tölz,,83646,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460302,EWE Go Garmisch-Partenkirchen,47.50239478589799,11.101597822189431,Garmisch-Partenkirchen,,82467,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460301,EWE Go Murnau am Staffelsee,47.69144610267699,11.202505516800557,Murnau am Staffelsee,,82418,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460300,EWE Go Penzberg,47.76570933538608,11.359319175330256,Penzberg,,82377,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460299,EWE Go Wolfratshausen,47.90048550901636,11.426643664917153,Wolfratshausen,,82515,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460298,EWE Go Marktoberdorf,47.773367909533306,10.604969513733296,Marktoberdorf,,87616,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460297,EWE Go Bad Grönenbach,47.88321803748266,10.2483010724944,Bad Grönenbach,,87730,,1,4,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460296,EWE Go Aichstetten,47.87930231485964,10.038626877953448,Aichstetten,,88317 ,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460295,EWE Go Memmingen,48.0008435751102,10.167456545884164,Memmingen,,87700,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460294,EWE Go Ungerhausen,48.01913454994943,10.273326123381366,Ungerhausen,,87781,,1,4,400.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460293,EWE Go Türkheim,48.04344101594015,10.622384698739095,Türkheim,,86842,,1,4,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460292,EWE Go Olching,48.22484124703465,11.333074677008426,Olching,,82140,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460291,EWE Go Pforzheim,48.91042887139869,8.716809819822629,Pforzheim,,75177,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460290,EWE Go Heimsheim,48.82423419763242,8.869434146408139,Heimsheim,,71296,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460289,EWE Go Filderstadt,48.67727163737317,9.195821077079245,Filderstadt,,70794,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460288,EWE Go Nürtingen,48.636350291626655,9.346200124822415,Nürtingen,,72622,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460287,EWE Go Köngen,48.67765720064739,9.365762397650316,Köngen,,73257 ,,1,2,150.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460286,EWE Go Kirchheim unter Teck,48.644480699872986,9.430834431223616,Kirchheim unter Teck,,73230,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460285,EWE Go Hildesheim ,48.51454823485153,9.75832627318016,Merklingen,,89188 ,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,5,False,False
460282,IONITY-Ladestation,48.412269939659296,10.44020045995194,Jettingen-Scheppach,,89343,,1,18,350.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460281,EWE Go Jettingen-Scheppach,48.41190701019656,10.440271126885476,Jettingen-Scheppach,,89343 ,,1,2,300.0,Ultra-Fast (>=100 kW),,2025,1,False,False
460239,Buswendeschleife,48.82331598936111,8.657771710828456,Engelsbrand/Salmbach,Enzkreis,75331,,2,2,22.0,Medium (22-49 kW),,2025,5,False,False
460179,McDonald's EWE Go,52.39497288766936,13.23844791610486,Teltow,,14513,,2,2,300.0,Ultra-Fast (>=100 kW),,2025,3,False,False
460169,Flair Hotel Deutsches Haus,52.88219679096608,11.48894085864751,Arendsee,Sachsen-Anhalt,39619,,1,4,11.0,Slow (<22 kW),,2025,0,False,False
459918,Wingertsberg,50.00600992121937,8.77302323594472,Dietzenbach,Hessen,63128,,1,2,22.0,Medium (22-49 kW),,2025,5,False,False
459912,Kirchbornstraße,50.01762646258149,8.77091892363029,Dietzenbach,Hessen,63128,,1,2,22.0,Medium (22-49 kW),,2025,5,False,False
459911,Wiesenstraße,50.01624515759127,8.76953285628872,Dietzenbach,Hessen,63128,,1,2,22.0,Medium (22-49 kW),,2025,5,False,False
459396,n-ergie,49.57531,11.20268,Eckental,Bayern,90542,,2,2,22.0,Medium (22-49 kW),,2025,1,False,False
459330,Gebr. Maier Ladestation,48.69761325739432,9.717766622301042,Eislingen,Baden-Württemberg,73054,,1,2,22.0,Medium (22-49 kW),,2025,5,False,False
459326,Shell Nettetal,51.3333333333328,6.200296234162238,Nettetal,,,,1,4,300.0,Ultra-Fast (>=100 kW),,2025,2,False,False
458939,Bahnhof Merklingen - Schwäbische Alb,48.51856694372702,9.73867454015749,Merklingen,,89188,,1,1,9.0,Slow (<22 kW),,2025,5,False,False
458927,Lidl,51.23318943882831,7.075975195191177,Wuppertal,,42119,,2,3,60.0,Fast (50-99 kW),,2025,2,False,False
456449,Camping Braunlage (PowerGo),51.71317,10.59787,Braunlage,,,,2,2,12.7,Slow (<22 kW),,2025,0,False,False
456412,Ferienanlage Erzeberg (PowerGo),51.26878773,9.252627883,Bad Emstal,,,,2,2,12.7,Slow (<22 kW),,2025,4,False,False
456411,Markt 1 Rötha (PowerGo),51.197732,12.410024,Rötha,,,,4,4,12.7,Slow (<22 kW),,2025,3,False,False
456410,UplandParcs Winterberg (PowerGo),51.18942306,8.51569745,Winterberg,,,,2,2,12.7,Slow (<22 kW),,2025,4,False,False
456409,Camping Biggesee 11711627,51.0754,7.8532,Olpe,,,,2,2,12.7,Slow (<22 kW),,2025,2,False,False
456408,Hotel Diehlberg (PowerGo),51.06694,7.83988,Olpe,,,,2,2,12.7,Slow (<22 kW),,2025,2,False,False
456397,T&S Stausee Oberwald (PowerGo),50.82284329,12.655664,Callenberg,,,,2,2,12.7,Slow (<22 kW),,2025,3,False,False
456396,Carestone Kalbach (PowerGo),50.42183,9.64145,Mittelkalbach,,,,4,4,12.7,Slow (<22 kW),,2025,5,False,False
456395,Eifel-Camp (PowerGo),50.41503,6.71911,Blankenheim,,,,2,2,12.7,Slow (<22 kW),,2025,2,False,False
456394,Campingplatz Heilhauser Mühle (PowerGo),50.10833740234375,6.3494977951049805,Waxweiler,,54649,,2,2,12.7,Slow (<22 kW),,2025,2,False,False
456393,Camping Heilhauser Muhle (PowerGo),50.09024,6.36888,Waxweiler Duitsland,,,,2,2,12.7,Slow (<22 kW),,2025,2,False,False
456392,Campingplatz Litzelau 11730970,47.7178,12.4792,Unterwössen,,,,2,2,12.7,Slow (<22 kW),,2025,1,False,False
456391,Waldbad Camping Isny (PowerGo),47.67853927612305,10.031027793884276,Isny im Allgäu,,88316,,2,2,12.7,Slow (<22 kW),,2025,1,False,False
313983,Parkplatz Ostbaarhalle,48.01789414783323,8.720516991036561,Seitingen-Oberflacht,Tuttlingen,78606,,2,2,150.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313981,Kornelimünster ,50.72939092228995,6.179090667869332,Aachen - Kornelimünster,NRW,52076,,1,1,22.0,Medium (22-49 kW),,2025,2,False,False
313345,Aldi Süd,48.35095976758132,9.980837606673449,Ulm-Wiblingen,,89079,,2,2,22.0,Medium (22-49 kW),,2025,1,False,False
313287,Tesla Supercharger Vaterstetten,48.146522,11.790601,,,,,1,18,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313286,Tesla Supercharger Troisdorf,50.81373,7.107211,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,2,False,False
313285,Tesla Supercharger Solingen,51.130132,6.995978,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,2,False,False
313284,Tesla Supercharger Regensburg - Ostenviertel,48.999791,12.148416,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313283,Tesla Supercharger Berlin,52.502168,13.374185,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313282,Tesla Supercharger Oberhausen,51.485683,6.88661,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,2,False,False
313281,Tesla Supercharger München - OEZ,48.184498,11.532516,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313280,Tesla Supercharger Leipzig,51.401131,12.397766,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313279,Tesla Supercharger Wertheim-Almosenberg,49.772484,9.584185,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313278,Tesla Supercharger Irxleben,52.170715,11.484837,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313277,Tesla Supercharger Hamburg - Lübecker Strasse,53.562914,10.031458,,,,,1,11,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313276,Tesla Supercharger Gigafactory Berlin-Brandenburg,52.391417,13.796,,,,,1,19,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313275,Tesla Supercharger Brunnthal,48.039651,11.661214,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313274,Tesla Supercharger Berlin,52.519472,13.41633,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313273,Tesla Supercharger Berchtesgaden,47.6269493,13.0008331,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313216,Tesla Supercharger Zweibrücken,49.230727,7.40817,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313215,Tesla Supercharger Zusmarshausen,48.407702,10.599293,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313214,Tesla Supercharger Wustermark - Karls Erlebnis-Dorf,52.533806,12.997194,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313213,Tesla Supercharger Wuppertal,51.282505,7.256382,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,2,False,False
313212,Tesla Supercharger Winsen (Luhe),53.350261,10.147134,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313211,Tesla Supercharger Mönchengladbach,51.14415,6.426765,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,2,False,False
313210,Tesla Supercharger Wildau,52.31363,13.60493,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313209,Tesla Supercharger Wiesbaden - Äppelallee,50.046188,8.2198948,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313208,Tesla Supercharger Wetzlar,50.552856,8.532806,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313207,Tesla Supercharger Waiblingen,48.8215903,9.2966527,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313206,Tesla Supercharger Viernheim,49.527996,8.565773,,,,,1,18,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313205,Tesla Supercharger Viernheim,49.539856,8.595236,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313204,Tesla Supercharger Ursensollen,49.406055,11.761046,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313203,Tesla Supercharger Türkheim,48.042495,10.620099,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313202,Tesla Supercharger Waltersdorf,52.36852,13.5590554,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,3,False,False
313201,Tesla Supercharger Vöhringen,48.284824,10.1159828,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313200,Tesla Supercharger Langenhagen,52.458296,9.716331,,,,,1,7,250.0,Ultra-Fast (>=100 kW),,2025,4,False,False
313199,Tesla Supercharger Lübeck,53.912554,10.7324324,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313198,Tesla Supercharger Lübeck,53.881299,10.660146,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313197,Tesla Supercharger Sulzbach,50.116723,8.53024,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313196,Tesla Supercharger Stuckenborstel,53.116981,9.204946,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,4,False,False
313195,Tesla Supercharger Soltau,52.983494,9.925521,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313194,Tesla Supercharger Sittensen,53.287531,9.5074923,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313193,Tesla Supercharger Schwetzingen,49.4138483,8.5433395,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313192,Tesla Supercharger Schwandorf,49.3144791,12.1465116,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313191,Tesla Supercharger Schleiz,50.546455,11.803402,,,,,1,40,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313190,Tesla Supercharger Schierling,48.838321,12.1193543,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313189,Tesla Supercharger Saarbrücken,49.208043,7.027138,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313188,Tesla Supercharger Rüsselsheim,49.968394,8.390394,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313187,Tesla Supercharger Rosenheim,47.817073,12.120631,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313186,Tesla Supercharger Ringsheim,48.249996,7.7656737,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313185,Tesla Supercharger Reiskirchen,50.595683,8.81877,,,,,1,8,250.0,Ultra-Fast (>=100 kW),,2025,5,False,False
313184,Tesla Supercharger Reinfeld,53.823223,10.50362,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313183,Tesla Supercharger Reichertshofen,48.6456283,11.5206526,,,,,1,20,250.0,Ultra-Fast (>=100 kW),,2025,1,False,False
313182,Tesla Supercharger Rade Appel,53.387886,9.796971,,,,,1,6,250.0,Ultra-Fast (>=100 kW),,2025,0,False,False
313181,Tesla Supercharger Posthausen,53.057533,9.165355,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,4,False,False
313180,Tesla Supercharger Bad Oeynhausen,52.213321,8.814317,,,,,1,12,250.0,Ultra-Fast (>=100 kW),,2025,4,False,False
