id,title,lat,lon,city,state,postcode,operator,num_connections,num_points,max_power_kw,speed_category,is_operational,year_created,cluster,is_free,is_desert
213085,Score Tankstelle ,53.25356296803176,7.527764514721525,Logabirum ,Niedersachsen ,26789,,3,7,150.0,Ultra-Fast (>=100 kW),,2023,4,False,False
213044,Apart Hotel Sehnde,52.316564635215855,9.964134872553132,Sehnde,Niedersachsen,31319,,1,4,22.0,Medium (22-49 kW),,2023,0,True,False
212950,Fichtenstraße 2,49.45851733556816,11.105755722979438,,Bayern,90489,,1,2,22.0,Medium (22-49 kW),,2023,1,False,False
212338,Shell Recharge Steyler Straße,51.32647830975517,6.177935716645607,Kaldenkerken,Kreis Viersen,41334,,1,2,360.0,Ultra-Fast (>=100 kW),,2023,2,False,False
211315,Auto-Häuser,50.54231749547952,8.704816658126447,Pohlheim (Watzenborn-Steinberg),Landkreis Gießen,35415,,1,1,22.0,Medium (22-49 kW),,2023,5,False,False
211043,Parkplatz Paderborner Strasse ,52.33953782078609,9.808799988367127,Hannover,Niedersachsen ,30539,,2,2,22.0,Medium (22-49 kW),,2022,4,False,False
210450,Geraer Straße 31,52.42054929647352,13.332858241808822,,,12209,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210447,Geraer Straße 33,52.4207470466512,13.333551020852838,,,12209,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210445,Geraer Straße 40,52.42078450681308,13.334249723427432,,,12209,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210444,Geraer Straße 38,52.42071426898411,13.333980991668112,,,12209,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210441,Alsterkrugchaussee,53.621349870841954,10.009823412633525,,,22335,,1,4,360.0,Ultra-Fast (>=100 kW),,2022,0,False,False
210439,Albers-Schönberg-Weg,53.59834248888214,10.042544370708356,,,22307,,4,4,22.0,Medium (22-49 kW),,2022,0,False,False
210438,Augustaplatz 4,52.44238097045528,13.307233870292976,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210437,Augustaplatz 5,52.44303923758375,13.308352872386422,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210436,Augustaplatz 6,52.44328776305184,13.308064848589538,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210435,Moltkestraße 22,52.44339750012142,13.31043420254457,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210434,Moltkestraße 21,52.44368340093382,13.310113690973935,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210433,Moltkestraße 20,52.44398835975503,13.309886987666914,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210432,Moltkestraße 18,52.444266311548574,13.309525309450464,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210431,Moltkestraße 16,52.444437848875765,13.309267336722542,,,12203,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210430,Manteuffelstraße,52.44680596086295,13.313983148606326,,,12203,,2,2,11.0,Slow (<22 kW),,2022,3,False,False
210428,Schlickweg,52.44083526638008,13.223906485162049,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210427,Am Schlachtensee,52.44051670849743,13.225058214628348,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210426,Am Schlachtensee,52.44027046465891,13.225602428124605,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210425,Bogotastraße,52.43888302725378,13.22892096310511,,,14163,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210424,Altvaterstraße,52.43634088602451,13.203383998629874,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210423,Altvaterstraße,52.43684829954276,13.204692562756575,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210422,Altvaterstraße,52.43730143929688,13.205778581962932,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210421,Altvaterstraße,52.4375981755345,13.20639966046872,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210420,Altvaterstraße,52.438813878489526,13.211493755253514,,,14129,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
210189,Allego Hub,53.581890409510976,10.027562384665089,Hamburg,Hamburg,22083,,3,18,300.0,Ultra-Fast (>=100 kW),,2022,0,False,False
210076,CoCo Parkhaus,50.98734309067257,6.886045088763922,Köln,Nordrhein-Westfalen,50829,,1,108,22.0,Medium (22-49 kW),,2022,2,False,False
209984,Hotel Kardinal Schulte Haus,50.96153747752433,7.169612576618306,Bergisch Gladbach,,51429,,1,6,22.0,Medium (22-49 kW),,2022,2,False,False
209979,"PFALZWERKE - Sinsheim, Hornbach III",49.24905514286266,8.861690269121027,Sinsheim,,74889,,5,6,300.0,Ultra-Fast (>=100 kW),,2022,5,False,False
209970,EWEgo Mc Donalds Aachener Str. Köln,50.93804317332686,6.877949567881501,Köln,Nordrhein-Westfalen,50933,,2,2,225.0,Ultra-Fast (>=100 kW),,2022,2,False,False
209960,Pfalzwerke Hornbach Schwabach,49.321152497924544,11.04963586758879,Schwabach,Bayern,91126,,2,4,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
209845,Arno-Schmidt-Straße,50.68058003344439,12.590737905733931,Wildenfels,Sachsen,08134,,1,1,300.0,Ultra-Fast (>=100 kW),,2022,3,False,False
209806,Café Friedrichstadt,51.058975264179935,13.721142243403849,Dresden,Sachsen,01067,,1,1,3.7,Slow (<22 kW),,2022,3,True,False
209668,Golfpark Strelasund,54.105598,13.103041,Suederholz / OT Kaschow,,18516,,8,8,22.0,Medium (22-49 kW),,2022,3,False,False
209650,Elli Ladestation Posener Platz,48.14835304765563,11.641114926740102,Munich,Free State of Bavaria,81927,,2,2,22.0,Medium (22-49 kW),,2022,1,False,False
209375,N-Ergie Betriebsgelände,49.435709,11.060541,Nürnberg,Bayern,90441,,1,2,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
209374,OMV Tankstelle Sulzbacher Straße,49.45791396812038,11.09313021017715,Nürnberg,Bayern,90489,,2,3,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
208698,Ringstraße,51.5932417,10.5582633,Bad Sachsa,Lower Saxony,37441,,1,1,150.0,Ultra-Fast (>=100 kW),,2022,0,False,False
208696,Aldi car park,51.59327130891586,10.558293825492685,Bas Sasha,,,,1,1,150.0,Ultra-Fast (>=100 kW),,2022,0,False,False
208656,Aldi,48.49864766507375,12.160023555070891,Kumhausen,Free State of Bavaria,84036,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
208611,Oberfeldstraße ,52.51706272177685,13.555183045768215,Berlin,Berlin,12683,,1,1,3.7,Slow (<22 kW),,2022,3,False,False
205306,Pfefferhöhe,50.73418914099642,9.241670515967826,Alsfeld,Hesse,36304,,1,12,250.0,Ultra-Fast (>=100 kW),,2022,5,False,False
205175,Rasthof Recknitz-Niederungen Ost,53.8412703566004,12.290339373452298,Plaaz,Mecklenburg-Vorpommern,18276,,4,12,300.0,Ultra-Fast (>=100 kW),,2022,3,False,False
204952,53-61 Langenhorner Chaussee,53.63875855937371,10.013162538049071,Hamburg,Hamburg,22335,,2,6,300.0,Ultra-Fast (>=100 kW),,2022,0,False,False
204257,EnBW Hypercharger Frechen,50.91722582021552,6.833447005380663,Frechen,Nordrhein-Westfalen,50226,,2,4,300.0,Ultra-Fast (>=100 kW),,2022,2,False,False
203814,Volkmannsdorferau Feuerwehr,48.4947349,11.9586413,Wang,Bayern,85368,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
203697,EnBW HyperHub Dorfen,48.25944529365347,12.157783048966394,Dorfen,Bayern,84405,,3,16,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
202743,Haus am Strom,48.52029070682843,13.709009916475908,Untergriesbach,Free State of Bavaria,94130,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
202238,TESLA Supercharger Frechen (Tesla Only),50.917986069013125,6.833162254009949,Frechen,North-Rhine-Westphalia,50226,,1,16,250.0,Ultra-Fast (>=100 kW),,2022,2,False,False
201534,Biomare Großzschocher,51.30647401940229,12.326463366989517,Leipzig,Saxony,04249,,1,2,22.0,Medium (22-49 kW),,2022,3,False,False
201479,Parkhaus Sportschule Hennef,50.762651766127135,7.2732105291643165,Hennef (Sieg),North Rhine-Westphalia,53773,,1,7,11.0,Slow (<22 kW),,2022,2,True,False
201377,Theaterwall/Kasinoplatz,53.13822893955734,8.21267554316961,Oldenburg,Lower Saxony,26122,,2,2,22.0,Medium (22-49 kW),,2022,4,False,False
201322,Kaufland,48.72437267627589,9.352136598117111,Esslingen am Neckar,Baden-Württemberg,73730,,3,3,50.0,Fast (50-99 kW),,2022,5,False,False
201321,Feriengut Dalwitz,53.93545895776853,12.538770091032006,Walkendorf,Mecklenburg-Vorpommern,17179,,1,1,3.0,Slow (<22 kW),,2022,3,False,False
195457,EnBW Ladepark Eisenberg / Petersberg,50.96900232968872,11.854957286885565,Petersberg,Thuringia,07616,,3,14,300.0,Ultra-Fast (>=100 kW),,2022,3,False,False
195455,McDonald's / Petersberg,50.96958975901126,11.855034681824463,Petersberg,Thuringia,07616,,1,6,300.0,Ultra-Fast (>=100 kW),,2022,3,False,False
195414,Müritz Ferienpark,53.35755590526142,12.730216932480744,Rechlin,Mecklenburg-Vorpommern,17248,,1,1,22.0,Medium (22-49 kW),,2022,3,False,False
195413,Parkplatz Gewerbegebiet Hafendorf / Rechlin,53.35517131529989,12.733556943470376,Rechlin,Mecklenburg-Vorpommern,17248,,1,2,22.0,Medium (22-49 kW),,2022,3,False,False
195412,Haus des Gastes / Am Stadion,53.32929902148339,12.721991344310368,Rechlin,Mecklenburg-Vorpommern,17248,,1,4,22.0,Medium (22-49 kW),,2022,3,False,False
195396,Edeka Buchbauer / Untergriesbach,48.576172,13.666804,Untergriesbach,Free State of Bavaria,94107,,1,2,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195390,City Watt / Maldfeldstraße 2a / Hamburg,53.4304444576251,9.934659576888151,Hamburg,Hamburg,21077,,1,10,300.0,Ultra-Fast (>=100 kW),,2022,0,False,False
195388,Aral Tankstelle Königslutter,52.31149815715216,10.823523845558384,Königslutter am Elm,Lower Saxony,38154,,2,6,300.0,Ultra-Fast (>=100 kW),,2022,0,False,False
195386,Aral Tankstelle Autohof Brumby / Staßfurt,51.89611921902818,11.692157508221442,Staßfurt,,39443,,9,9,300.0,Ultra-Fast (>=100 kW),,2022,3,False,False
195377,Maschek Automobile VolkswagenWackersdorf,49.312064684182616,12.15978886508185,Wackersdorf,Bavarian,92442,,2,12,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195376,OMV Tankstelle / Wackersdorf,49.31357,12.158276999999998,Wackersdorf,Bavarian,92442,,1,4,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195375,AVIA Tankstelle  / An der Hasler Zell Regenstauf,49.11634635346644,12.11307796876838,Regenstauf,Bavarian,93128,,2,3,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195374,McDonald's / Wörth an der Donau,49.00217107951215,12.364925842834396,Wörth an der Donau,Bavarian,93086,,1,2,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195373,EnBW HyperHub / Wörth an der Donau,49.00130722268045,12.365070307748285,Wörth an der Donau,Bayern,93086,,3,20,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195365,HPC HEM Tankstelle,50.5501386318256,11.788026709476751,Schleiz,Thuringia,07907,,4,7,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195363,Industriestraße 15 / McDonalds,50.55154278651602,11.789855929202531,Schleiz,Thuringia,07907,,4,4,300.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195348,Schweriner Straße,52.11272715559804,13.682547117674972,Halbe,Brandenburg,15757,,1,1,11.0,Slow (<22 kW),,2022,3,True,False
195041,IONITY Bad Camberg West,50.299926,8.2347,Bad Camberg,Hesse,65520,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,5,False,False
195039,IONITY Augsburg Ost,48.411614,10.914898,Augsburg,Free State of Bavaria,86169,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195033,IONITY Brohltal Ost,50.440471,7.225629,Niederzissen,Rhineland-Palatinate,56651,,1,6,350.0,Ultra-Fast (>=100 kW),,2022,2,False,False
195031,IONITY Dollenberg Ost,50.688524,8.295916,Herborn,Hesse,35745,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,2,False,False
195026,IONITY Pilsting,48.69253,12.672979,Pilsting,Free State of Bavaria,94431,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195025,IONITY Wernberg-Köblitz,49.532356,12.13491,Wernberg-Köblitz,Free State of Bavaria,92533,,1,6,350.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195012,IONITY Friedberg,48.406431,10.952255,Friedberg,Free State of Bavaria,86316,,1,6,350.0,Ultra-Fast (>=100 kW),,2022,1,False,False
195011,IONITY Hamminkeln,51.739103,6.59518,Hamminkeln,North Rhine-Westphalia,46499,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,2,False,False
194649,Parkplatz Fa K Dörflinger,50.26777362178083,8.002490312854434,Allendorf,,56370,,2,4,22.0,Medium (22-49 kW),,2022,5,False,False
194586,Friedländer Straße,48.20778775998568,12.402065647641392,Waldkraiburg ,Bavaria,84478,,1,5,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
194467,IONITY Linthe,52.160118,12.779906,Linthe,Brandenburg,14822,,1,6,350.0,Ultra-Fast (>=100 kW),,2022,3,False,False
194459,IONITY Wolfsburg Bürozentrum Nord,52.445204,10.78523,Wolfsburg,,38448,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,0,False,False
194449,IONITY Heiligengrabe,53.147243,12.398704,Heiligengrabe,Brandenburg,16909,,1,4,350.0,Ultra-Fast (>=100 kW),,2022,3,False,False
194435,Spielplatz CampusKISTE,51.02890837262453,13.727814138625035,Dresden,Saxony,01069,,1,2,3.7,Slow (<22 kW),,2022,3,True,False
194433,Shell Station,53.59205948628414,9.921573564969664,Hamburg,Hamburg,22525,,2,2,175.0,Ultra-Fast (>=100 kW),,2022,0,False,False
194335,Utspann Betriebs GmbH & Co. KG,54.7593,9.179579,Schafflund,,24980,,1,1,22.0,Medium (22-49 kW),,2022,0,False,False
194302,LIDL Parkplatz,49.957038939389264,7.124446770589429,Traben-Trarbach,Rheinland-Pfalz,56841,,2,2,150.0,Ultra-Fast (>=100 kW),,2022,2,False,False
194237,Tegernseer Landstraße,47.97108567394261,11.653749164719784,Sauerlach,Free State of Bavaria,82054,,1,2,11.0,Slow (<22 kW),,2022,1,False,False
194229,Strom-Tankstelle,49.12100308532274,13.141468742643724,Bayerisch Eisenstein,Free State of Bavaria,94252,,1,4,3.7,Slow (<22 kW),,2022,1,True,False
194180,NaturFreund,49.06993577246379,13.100561659451389,Bodenmais,Free State of Bavaria,94249,,1,3,3.7,Slow (<22 kW),,2022,1,True,False
194059,Automobile Sodermanns - Reha Mobilitätszentrum NRW,51.09755900951277,6.146348345160391,Wassenberg,NRW,41849,,1,2,22.0,Medium (22-49 kW),,2022,2,False,False
193977,13 Werftstraße,54.30236657092868,13.100789524441325,Stralsund,Mecklenburg-Vorpommern,18439,,2,4,175.0,Ultra-Fast (>=100 kW),,2022,3,False,False
193704,Wings of Future,48.46332214518134,11.28082879662952,Schiltberg OT Ruppertszell,Bavaria,86576,,1,1,16.0,Slow (<22 kW),,2022,1,False,False
193538,Hermann-Weinhauser-Straße,48.133467655440654,11.629031873138842,Munich,Free State of Bavaria,81673,,2,2,22.0,Medium (22-49 kW),,2022,1,False,False
193473,ASP Stromtankstelle,53.463528629439,11.785369587228956,Parchim,Mecklenburg-Vorpommern,19370,,1,1,,Unknown,,2022,0,False,False
193409,Shell,50.797548,6.476749,Düren,North Rhine-Westphalia,52349,,1,4,300.0,Ultra-Fast (>=100 kW),,2022,2,False,False
193369,Ecotap E-Bike Ladestation,51.17004120136559,14.970512571750078,Görlitz,Saxony,02828,,1,4,3.7,Slow (<22 kW),,2022,3,True,False
193283,E-Bike-Ladestation Leipziger Neuseenland,51.2338895771118,12.334424531572154,Zwenkau,Saxony,04442,,1,4,3.7,Slow (<22 kW),,2022,3,True,False
193277,Soul Kitchen,51.26095768696828,12.88542425038247,Grimma,Saxony,04668,,1,2,3.7,Slow (<22 kW),,2022,3,True,False
193019,Landeskirchenamt,51.93407851318844,8.88280309139759,Detmold,Kreis Lippe,32756,,1,1,22.0,Medium (22-49 kW),,2022,4,False,False
193018,Franziuseck,53.07235277524555,8.804352296568709,Bremen,,28199,,1,6,22.0,Medium (22-49 kW),,2022,4,False,False
193017,DINZLER Kaffeerösterei AG Irschenberg,47.828096925554206,11.90288946266719,Irschenberg,Bayern,83024,,1,4,150.0,Ultra-Fast (>=100 kW),,2022,1,False,False
193000,Europa-Park Hotel Santa Isabel,48.26034402076613,7.720430870529299,Rust,Baden-Württemberg,77977,,1,2,11.0,Slow (<22 kW),,2022,5,False,False
192899,Edeka Parkplatz,52.40305722944149,9.788812639053733,Hannover,Niedersachsen,30655,,1,2,150.0,Ultra-Fast (>=100 kW),,2022,4,False,False
192860,REWE Center,49.962708282333466,8.673141502485578,Egelsbach,Hesse,63329,,2,8,50.0,Fast (50-99 kW),,2022,5,False,False
192775,DB Bahn-Parkhaus P1 Stromtankstelle,50.58077436047776,8.661798734394893,Gießen,Hesse,35398,,1,4,11.0,Slow (<22 kW),,2022,5,False,False
192742,MVZ Gemeinschaftslabor Cottbus,51.72418253185799,14.339768628999082,Cottbus,Brandenburg,03050,,2,3,150.0,Ultra-Fast (>=100 kW),,2022,3,False,False
192715,Parkplatz,49.67951027604141,9.001349245842789,Michelstadt,Hesse,64720,,1,1,150.0,Ultra-Fast (>=100 kW),,2022,5,False,False
192498,12 Georg-Schöner-Straße,48.30287365136533,8.055307323861001,Steinach im Kinzigtal,Baden-Württemberg,77790,,1,1,11.0,Slow (<22 kW),,2022,5,False,False
192433,Total - Friedenweiler,47.89750932008096,8.274283807060868,Friedenweiler,,79877,,4,4,175.0,Ultra-Fast (>=100 kW),,2022,5,False,False
192432,Total - Mahlberg,48.27529558767972,7.78650466032542,Mahlberg,,77972,,2,8,175.0,Ultra-Fast (>=100 kW),,2022,5,False,False
192382,Voith-Parkplatz LS ,48.67288,10.15236,Heidenheim,,89522,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
192381,Stadtwerke Heidenheim AG - Turnhalle Oggenhausen,48.673514,10.238271,Heidenheim-Oggenhausen ,,89522,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
192359,Sendlinger Tor,48.13333,11.56667,Munich,Free State of Bavaria,80336,,1,1,64.0,Fast (50-99 kW),,2022,1,False,False
192336,Lidl,49.205794618303344,12.2851515503732,Nittenau,,93149,,3,3,50.0,Fast (50-99 kW),,2022,1,True,False
192293,19 Buchbrunnenweg,48.429028,9.98837,Ulm,Baden-Württemberg,89081,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
192196,Rudolf-Mosse-Straße,52.47501862009668,13.303787111890983,Berlin,Berlin,14197,,2,2,11.0,Slow (<22 kW),,2022,3,False,False
192166,Aral pulse Ladesation,53.71807238506111,9.759548612790809,Tornesch,Schleswig-Holstein,25436,,6,6,300.0,Ultra-Fast (>=100 kW),,2022,0,False,False
192160,Moorhof,53.66280204896097,10.085718481831693,Hamburg,Hamburg,22399,,2,2,22.0,Medium (22-49 kW),,2022,0,False,False
192076,Tschirnhausstraße,50.99822171408812,13.7974708433361,Dresden,Saxony,01239,,1,6,3.7,Slow (<22 kW),,2022,3,True,False
192061,Restaurant Fischerhütte Waldmohr,49.38580721135921,7.353620255430201,Waldmohr,Rhineland-Palatinate,66914,,1,3,3.7,Slow (<22 kW),,2022,5,True,False
191961,Marktplatz,50.101790690112665,11.000316059513636,Bad Staffelstein,,96231,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
191877,Peter-Henlein-Straße,51.91310155196419,10.445188307169817,Goslar,Lower Saxony,38640,,1,2,150.0,Ultra-Fast (>=100 kW),,2022,0,False,False
191792,Eberhardstraße,48.67626611715406,9.239835291856709,Filderstadt,Baden-Württemberg,70794,,1,2,22.0,Medium (22-49 kW),,2022,5,False,False
191659,Imbrosweg,52.44234241500413,13.40156509551582,Berlin,Berlin,12109,,2,2,11.0,Slow (<22 kW),,2022,3,False,False
191415,Regensburger Straße,49.02621326777973,11.957210013615908,Nittendorf,Free State of Bavaria,93152,,1,2,22.0,Medium (22-49 kW),,2022,1,False,False
191221,Lidl,50.22898283835519,8.264584098029445,Idstein,Hessen,65510,,3,3,50.0,Fast (50-99 kW),,2022,5,False,False
190998,Lidl supermarket,49.390583474150446,8.5794959228177,Schwetzingen,Baden-Württemberg,68723,,3,3,50.0,Fast (50-99 kW),,2022,5,True,False
190953,Dehner HPC Charging,51.97859961500777,7.705160014880022,Münster,NRW,48157,,2,9,300.0,Ultra-Fast (>=100 kW),,2022,4,False,False
190949,Q1 Autostrom,52.40989,12.19249,Roßdorf,Brandenburg,39307,,1,1,22.0,Medium (22-49 kW),,2022,3,False,False
190948,Felta Tankstelle - Q1 Autostrom,52.82714049563765,8.31433110336934,Visbek,Lower Saxony,49429,,3,3,180.0,Ultra-Fast (>=100 kW),,2022,4,False,False
190946,Felta Tankstelle - Q1 Autostrom,52.73205178587094,8.270717677352849,Vechta,Niedersachsen,49377,,1,1,22.0,Medium (22-49 kW),,2022,4,False,False
190928,Bahnhofanlage,49.38474148133881,8.577743584465395,Schwetzingen,Baden-Württemberg,68723,,1,2,22.0,Medium (22-49 kW),,2022,5,False,False
190917,ALDI Supermarket,49.37801574581846,8.560390024772573,Schwetzingen,,68723,,2,2,22.0,Medium (22-49 kW),,2022,5,True,False
190903,Mühlenstraße,48.676221426319984,9.22726684521433,Bernhausen,Landkreis Esslingen,70794,,1,2,22.0,Medium (22-49 kW),,2022,5,False,False
190896,HWB Friedrichskoog,54.02962564355806,8.839657632943812,Friedrichskoog,Schleswig-Holstein,25718,,1,2,22.0,Medium (22-49 kW),,2022,0,False,False
190895,E-Bike-Ladestation,54.029654568467066,8.839674679435575,Friedrichskoog,Schleswig-Holstein,25718,,1,3,3.7,Slow (<22 kW),,2022,0,True,False
190863,Sonnenstrasse,48.10276834045774,11.291488140615089,Gilching,Free State of Bavaria,82205,,1,2,22.0,Medium (22-49 kW),,2021,1,False,False
190814,Restaurant Alter Krug,52.45788861554314,13.287952707616682,Berlin,Berlin,14195,,2,2,11.0,Slow (<22 kW),,2021,3,False,False
190774,Tesla Supercharger Murr,48.95615742421654,9.245468833162365,Murr,Baden-Württemberg,71711,,1,12,250.0,Ultra-Fast (>=100 kW),,2021,5,False,False
190707,Martin-Vierengel-Straße,49.70756347902238,9.249049038566255,Miltenberg,Free State of Bavaria,63897,,1,1,11.0,Slow (<22 kW),,2021,5,False,False
190700,Rathausplatz,48.287056,7.812458,Mahlberg,Ortenaukreis,77972,,1,2,22.0,Medium (22-49 kW),,2021,5,False,False
190666,Comfortcharge Ladestation,53.374843,10.729586,Boizenburg/Elbe,Mecklenburg-Vorpommern,19258,,3,3,100.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190665,Comfortcharge Ladestation,51.194251,6.453998,Mönchengladbach,North Rhine-Westphalia,41065,,3,3,135.0,Ultra-Fast (>=100 kW),,2021,2,False,False
190664,Comfortcharge Ladestation,51.0179,13.71833,Dresden,Saxony,01189,,5,6,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190662,Comfortcharge Ladestation,50.65598,12.18678,Greiz,Thuringia,07973,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190661,Comfortcharge Ladestation,52.19761,9.07968,Rinteln,Lower Saxony,31737,,1,2,150.0,Ultra-Fast (>=100 kW),,2021,4,False,False
190660,Comfortcharge Ladestation,51.46114,11.29361,Sangerhausen,Saxony-Anhalt,06526,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190659,Comfortcharge Ladestation,50.99543,11.32015,Weimar,Thuringia,99427,,4,4,100.0,Ultra-Fast (>=100 kW),,2021,1,False,False
190658,Comfortcharge Ladestation,51.38119,12.31102,Leipzig,Saxony,04159,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190657,Comfortcharge Ladestation,50.97031,13.11729,Hainichen,Saxony,09661,,4,4,100.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190656,Comfortcharge Ladestation,51.30796,13.29239,Riesa,Saxony,01587,,1,2,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190655,Comfortcharge Ladestation,50.53959,12.779,Schwarzenberg,Saxony,08340,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190653,Comfortcharge Ladestation,48.19528,11.5237,Munich,Free State of Bavaria,80995,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,1,False,False
190652,Comfortcharge Ladestation,53.50334,10.19078,Hamburg,Hamburg,21033,,3,4,150.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190651,Comfortcharge Ladestation,51.557222,12.96529,Torgau,Saxony,04860,,3,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190650,Comfortcharge Ladestation,53.47178,9.89827,Hamburg,Hamburg,21149,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190649,Comfortcharge - Ladestation,51.31345,12.39243,Leipzig,Saxony,04103,,3,3,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190648,Comfortcharge Ladestation,53.31585,9.79333,Buchholz in der Nordheide,Lower Saxony,21244,,3,3,150.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190647,Comfortcharge Ladestation,51.085292,14.671732,Löbau,Saxony,02708,,3,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190646,Comfortcharge Ladestation,54.39585,10.37631,Schönberg (Holstein),Schleswig-Holstein,24217,,3,3,150.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190645,Comfortcharge Ladestation,52.10434,9.37772,Hameln,Lower Saxony,31789,,1,2,150.0,Ultra-Fast (>=100 kW),,2021,4,False,False
190644,Comfortcharge Ladestation,50.845617,12.900417,Chemnitz,Saxony,09113,,3,4,100.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190643,Comfortcharge Ladestation,51.400556,12.210556,Schkeuditz,Saxony,04435,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190642,Comfortcharge Ladestation,53.82279,9.93872,Kaltenkirchen,Schleswig-Holstein,24568,,3,4,100.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190641,Comfortcharge Ladestation,48.15678,8.63446,Rottweil,Baden-Württemberg,78628,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,5,False,False
190637,Comfortcharge Ladestation,52.35764,13.41146,Blankenfelde-Mahlow,Brandenburg,15831,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190636,Comfortcharge Ladestation,51.11766,13.09764,Döbeln,Saxony,04720,,3,3,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190635,Comfortcharge Ladestation,53.48822,10.17106,Hamburg,Hamburg,21035,,3,4,150.0,Ultra-Fast (>=100 kW),,2021,0,False,False
190633,Comfortcharge Ladestation,51.35015,12.46451,Leipzig,Saxony,04328,,3,4,150.0,Ultra-Fast (>=100 kW),,2021,3,False,False
190632,Comfortcharge Ladestation,49.06967,10.32721,Dinkelsbühl,Free State of Bavaria,91550,,4,4,150.0,Ultra-Fast (>=100 kW),,2021,1,False,False
190631,Comfortcharge Ladestation,51.16076,6.9441,Hilden,North Rhine-Westphalia,40723,,3,3,150.0,Ultra-Fast (>=100 kW),,2021,2,False,False
